Match_ID,Team 1,Team 2,Ground,Match Date,Winner,Host_Country,Venue_Team1,Venue_Team2,Innings_Team1,Innings_Team2,Winning_Innings
ODI # 2307,Pakistan,England,Rawalpindi,2005-12-19 00:00:00,Pakistan,Pakistan,Home,Away,First,Second,1st
ODI # 2308,Pakistan,England,Rawalpindi,2005-12-21 00:00:00,England,Pakistan,Home,Away,Second,First,1st
ODI # 2309,New Zealand,Sri Lanka,Queenstown,2005-12-31 00:00:00,New Zealand,New Zealand,Home,Away,Second,First,2nd
ODI # 2310,New Zealand,Sri Lanka,Christchurch,2006-01-03 00:00:00,New Zealand,New Zealand,Home,Away,Second,First,2nd
ODI # 2311,New Zealand,Sri Lanka,Wellington,2006-01-06 00:00:00,New Zealand,New Zealand,Home,Away,First,Second,1st
ODI # 2312,New Zealand,Sri Lanka,Napier,2006-01-08 00:00:00,Sri Lanka,New Zealand,Home,Away,Second,First,1st
ODI # 2313,Australia,Sri Lanka,Melbourne,2006-01-13 00:00:00,Australia,Australia,Home,Away,First,Second,1st
ODI # 2314,Australia,South Africa,Brisbane,2006-01-15 00:00:00,South Africa,Australia,Home,Away,First,Second,2nd
ODI # 2315,South Africa,Sri Lanka,Brisbane,2006-01-17 00:00:00,Sri Lanka,Australia,Neutral,Neutral,Second,First,1st
ODI # 2316,Australia,South Africa,Melbourne,2006-01-20 00:00:00,Australia,Australia,Home,Away,First,Second,1st
ODI # 2317,Australia,Sri Lanka,Sydney,2006-01-22 00:00:00,Sri Lanka,Australia,Home,Away,Second,First,1st
ODI # 2318,South Africa,Sri Lanka,Adelaide,2006-01-24 00:00:00,South Africa,Australia,Neutral,Neutral,First,Second,1st
ODI # 2319,Australia,Sri Lanka,Adelaide,2006-01-26 00:00:00,Australia,Australia,Home,Away,Second,First,2nd
ODI # 2320,Australia,Sri Lanka,Perth,2006-01-29 00:00:00,Australia,Australia,Home,Away,Second,First,2nd
ODI # 2321,South Africa,Sri Lanka,Perth,2006-01-31 00:00:00,South Africa,Australia,Neutral,Neutral,Second,First,2nd
ODI # 2322,Australia,South Africa,Melbourne,2006-02-03 00:00:00,Australia,Australia,Home,Away,First,Second,1st
ODI # 2323,Australia,South Africa,Sydney,2006-02-05 00:00:00,Australia,Australia,Home,Away,First,Second,1st
ODI # 2324,Pakistan,India,Peshawar,2006-02-06 00:00:00,Pakistan,Pakistan,Home,Away,First,Second,1st
ODI # 2325,South Africa,Sri Lanka,Hobart,2006-02-07 00:00:00,Sri Lanka,Australia,Neutral,Neutral,Second,First,1st
ODI # 2326,Australia,Sri Lanka,Adelaide,2006-02-10 00:00:00,Sri Lanka,Australia,Home,Away,Second,First,1st
ODI # 2327,Pakistan,India,Rawalpindi,2006-02-11 00:00:00,India,Pakistan,Home,Away,First,Second,2nd
ODI # 2328,Australia,Sri Lanka,Sydney,2006-02-12 00:00:00,Australia,Australia,Home,Away,First,Second,1st
ODI # 2329,Pakistan,India,Lahore,2006-02-13 00:00:00,India,Pakistan,Home,Away,First,Second,2nd
ODI # 2330,Australia,Sri Lanka,Brisbane,2006-02-14 00:00:00,Australia,Australia,Home,Away,Second,First,2nd
ODI # 2331,Pakistan,India,Multan,2006-02-16 00:00:00,India,Pakistan,Home,Away,First,Second,2nd
ODI # 2332,New Zealand,West Indies,Wellington,2006-02-18 00:00:00,New Zealand,New Zealand,Home,Away,First,Second,1st
ODI # 2333,Pakistan,India,Karachi,2006-02-19 00:00:00,India,Pakistan,Home,Away,First,Second,2nd
ODI # 2334,Bangladesh,Sri Lanka,Bogra,2006-02-20 00:00:00,Sri Lanka,Bangladesh,Home,Away,First,Second,2nd
ODI # 2335,New Zealand,West Indies,Queenstown,2006-02-22 00:00:00,New Zealand,New Zealand,Home,Away,Second,First,2nd
ODI # 2336,Bangladesh,Sri Lanka,Bogra,2006-02-22 00:00:00,Bangladesh,Bangladesh,Home,Away,Second,First,2nd
ODI # 2337,New Zealand,West Indies,Christchurch,2006-02-25 00:00:00,New Zealand,New Zealand,Home,Away,First,Second,1st
ODI # 2338,Bangladesh,Sri Lanka,Chittagong,2006-02-25 00:00:00,Sri Lanka,Bangladesh,Home,Away,Second,First,1st
ODI # 2339,Zimbabwe,Kenya,Bulawayo,2006-02-25 00:00:00,Zimbabwe,Zimbabwe,Home,Away,Second,First,2nd
ODI # 2340,Zimbabwe,Kenya,Bulawayo,2006-02-26 00:00:00,Kenya,Zimbabwe,Home,Away,Second,First,1st
ODI # 2341,South Africa,Australia,Centurion,2006-02-26 00:00:00,South Africa,South Africa,Home,Away,Second,First,2nd
ODI # 2342,New Zealand,West Indies,Napier,2006-03-01 00:00:00,New Zealand,New Zealand,Home,Away,First,Second,1st
ODI # 2343,Zimbabwe,Kenya,Harare,2006-03-01 00:00:00,Kenya,Zimbabwe,Home,Away,Second,First,1st
ODI # 2344,Zimbabwe,Kenya,Harare,2006-03-03 00:00:00,Zimbabwe,Zimbabwe,Home,Away,First,Second,1st
ODI # 2345,South Africa,Australia,Cape Town,2006-03-03 00:00:00,South Africa,South Africa,Home,Away,First,Second,1st
ODI # 2346,New Zealand,West Indies,Auckland,2006-03-04 00:00:00,West Indies,New Zealand,Home,Away,First,Second,2nd
ODI # 2347,South Africa,Australia,Port Elizabeth,2006-03-05 00:00:00,Australia,South Africa,Home,Away,Second,First,1st
ODI # 2348,South Africa,Australia,Durban,2006-03-10 00:00:00,Australia,South Africa,Home,Away,First,Second,2nd
ODI # 2349,South Africa,Australia,Johannesburg,2006-03-12 00:00:00,South Africa,South Africa,Home,Away,Second,First,2nd
ODI # 2350,Bangladesh,Kenya,Bogra,2006-03-17 00:00:00,Bangladesh,Bangladesh,Home,Away,First,Second,1st
ODI # 2352,Sri Lanka,Pakistan,Colombo,2006-03-19 00:00:00,Pakistan,Sri Lanka,Home,Away,First,Second,2nd
ODI # 2353,Bangladesh,Kenya,Khulna,2006-03-20 00:00:00,Bangladesh,Bangladesh,Home,Away,Second,First,2nd
ODI # 2354,Sri Lanka,Pakistan,Colombo,2006-03-22 00:00:00,Pakistan,Sri Lanka,Home,Away,First,Second,2nd
ODI # 2355,Bangladesh,Kenya,Fatullah,2006-03-23 00:00:00,Bangladesh,Bangladesh,Home,Away,First,Second,1st
ODI # 2356,Bangladesh,Kenya,Fatullah,2006-03-25 00:00:00,Bangladesh,Bangladesh,Home,Away,Second,First,2nd
ODI # 2357,India,England,Delhi,2006-03-28 00:00:00,India,India,Home,Away,First,Second,1st
ODI # 2358,India,England,Faridabad,2006-03-31 00:00:00,India,India,Home,Away,Second,First,2nd
ODI # 2359,India,England,Margao,2006-04-03 00:00:00,India,India,Home,Away,First,Second,1st
ODI # 2360,India,England,Kochi,2006-04-06 00:00:00,India,India,Home,Away,Second,First,2nd
ODI # 2361,India,England,Jamshedpur,2006-04-12 00:00:00,England,India,Home,Away,First,Second,2nd
ODI # 2362,India,England,Indore,2006-04-15 00:00:00,India,India,Home,Away,Second,First,2nd
ODI # 2363,India,Pakistan,Abu Dhabi,2006-04-18 00:00:00,Pakistan,U.A.E.,Neutral,Neutral,First,Second,2nd
ODI # 2364,India,Pakistan,Abu Dhabi,2006-04-19 00:00:00,India,U.A.E.,Neutral,Neutral,First,Second,1st
ODI # 2365,Bangladesh,Australia,Chittagong,2006-04-23 00:00:00,Australia,Bangladesh,Home,Away,First,Second,2nd
ODI # 2366,Bangladesh,Australia,Fatullah,2006-04-26 00:00:00,Australia,Bangladesh,Home,Away,Second,First,1st
ODI # 2367,Bangladesh,Australia,Fatullah,2006-04-28 00:00:00,Australia,Bangladesh,Home,Away,First,Second,2nd
ODI # 2368,West Indies,Zimbabwe,St John's,2006-04-29 00:00:00,West Indies,West Indies,Home,Away,Second,First,2nd
ODI # 2369,West Indies,Zimbabwe,St John's,2006-04-30 00:00:00,West Indies,West Indies,Home,Away,First,Second,1st
ODI # 2370,West Indies,Zimbabwe,Georgetown,2006-05-07 00:00:00,West Indies,West Indies,Home,Away,First,Second,1st
ODI # 2371,West Indies,Zimbabwe,Gros Islet,2006-05-10 00:00:00,West Indies,West Indies,Home,Away,Second,First,2nd
ODI # 2373,West Indies,Zimbabwe,Port of Spain,2006-05-14 00:00:00,West Indies,West Indies,Home,Away,First,Second,1st
ODI # 2374,Canada,Zimbabwe,Port of Spain,2006-05-16 00:00:00,Zimbabwe,West Indies,Neutral,Neutral,Second,First,1st
ODI # 2375,Bermuda,Canada,Port of Spain,2006-05-17 00:00:00,Bermuda,West Indies,Neutral,Neutral,Second,First,2nd
ODI # 2376,Bermuda,Zimbabwe,Port of Spain,2006-05-18 00:00:00,Zimbabwe,West Indies,Neutral,Neutral,Second,First,1st
ODI # 2377,West Indies,India,Kingston,2006-05-18 00:00:00,India,West Indies,Home,Away,First,Second,2nd
ODI # 2378,Bermuda,Zimbabwe,Port of Spain,2006-05-20 00:00:00,Zimbabwe,West Indies,Neutral,Neutral,Second,First,1st
ODI # 2379,West Indies,India,Kingston,2006-05-20 00:00:00,West Indies,West Indies,Home,Away,First,Second,1st
ODI # 2380,West Indies,India,Basseterre,2006-05-23 00:00:00,West Indies,West Indies,Home,Away,Second,First,2nd
ODI # 2381,West Indies,India,Port of Spain,2006-05-26 00:00:00,West Indies,West Indies,Home,Away,Second,First,2nd
ODI # 2382,West Indies,India,Port of Spain,2006-05-28 00:00:00,West Indies,West Indies,Home,Away,First,Second,1st
ODI # 2383,Ireland,England,Belfast,2006-06-13 00:00:00,England,Ireland,Home,Away,Second,First,1st
ODI # 2384,England,Sri Lanka,Lord's,2006-06-17 00:00:00,Sri Lanka,England,Home,Away,Second,First,1st
ODI # 2385,England,Sri Lanka,The Oval,2006-06-20 00:00:00,Sri Lanka,England,Home,Away,Second,First,1st
ODI # 2386,England,Sri Lanka,Chester,2006-06-24 00:00:00,Sri Lanka,England,Home,Away,First,Second,2nd
ODI # 2387,Scotland,Pakistan,Edinburgh,2006-06-27 00:00:00,Pakistan,Scotland,Home,Away,First,Second,2nd
ODI # 2388,England,Sri Lanka,Manchester,2006-06-28 00:00:00,Sri Lanka,England,Home,Away,Second,First,1st
ODI # 2389,England,Sri Lanka,Leeds,2006-07-01 00:00:00,Sri Lanka,England,Home,Away,First,Second,2nd
ODI # 2390,Netherlands,Sri Lanka,Amstelveen,2006-07-04 00:00:00,Sri Lanka,Netherlands,Home,Away,Second,First,1st
ODI # 2391,Netherlands,Sri Lanka,Amstelveen,2006-07-06 00:00:00,Sri Lanka,Netherlands,Home,Away,Second,First,1st
ODI # 2392,Zimbabwe,Bangladesh,Harare,2006-07-29 00:00:00,Zimbabwe,Zimbabwe,Home,Away,Second,First,2nd
ODI # 2393,Zimbabwe,Bangladesh,Harare,2006-07-30 00:00:00,Bangladesh,Zimbabwe,Home,Away,Second,First,1st
ODI # 2394,Zimbabwe,Bangladesh,Harare,2006-08-02 00:00:00,Zimbabwe,Zimbabwe,Home,Away,Second,First,2nd
ODI # 2395,Zimbabwe,Bangladesh,Harare,2006-08-04 00:00:00,Zimbabwe,Zimbabwe,Home,Away,Second,First,2nd
ODI # 2396,Scotland,Ireland,Ayr,2006-08-05 00:00:00,Ireland,Scotland,Home,Away,Second,First,1st
ODI # 2397,Canada,Kenya,Toronto,2006-08-05 00:00:00,Kenya,Canada,Home,Away,Second,First,1st
ODI # 2398,Zimbabwe,Bangladesh,Harare,2006-08-06 00:00:00,Bangladesh,Zimbabwe,Home,Away,First,Second,2nd
ODI # 2399,Scotland,Netherlands,Ayr,2006-08-06 00:00:00,Scotland,Scotland,Home,Away,Second,First,2nd
ODI # 2400,Canada,Kenya,Toronto,2006-08-06 00:00:00,Kenya,Canada,Home,Away,First,Second,2nd
ODI # 2402,Kenya,Bangladesh,Nairobi,2006-08-12 00:00:00,Bangladesh,Kenya,Home,Away,First,Second,2nd
ODI # 2403,Kenya,Bangladesh,Nairobi,2006-08-13 00:00:00,Bangladesh,Kenya,Home,Away,First,Second,2nd
ODI # 2404,Kenya,Bangladesh,Nairobi,2006-08-15 00:00:00,Bangladesh,Kenya,Home,Away,First,Second,2nd
ODI # 2406,Canada,Bermuda,Toronto,2006-08-19 00:00:00,Bermuda,Canada,Home,Away,First,Second,2nd
ODI # 2407,Canada,Bermuda,Toronto,2006-08-21 00:00:00,Bermuda,Canada,Home,Away,Second,First,1st
ODI # 2409,England,Pakistan,Lord's,2006-09-02 00:00:00,Pakistan,England,Home,Away,First,Second,2nd
ODI # 2410,England,Pakistan,Southampton,2006-09-05 00:00:00,Pakistan,England,Home,Away,First,Second,2nd
ODI # 2411,England,Pakistan,Nottingham,2006-09-08 00:00:00,England,England,Home,Away,Second,First,2nd
ODI # 2412,England,Pakistan,Birmingham,2006-09-10 00:00:00,England,England,Home,Away,Second,First,2nd
ODI # 2413,Australia,West Indies,Kuala Lumpur,2006-09-12 00:00:00,Australia,Malaysia,Neutral,Neutral,First,Second,1st
ODI # 2414,India,West Indies,Kuala Lumpur,2006-09-14 00:00:00,West Indies,Malaysia,Neutral,Neutral,Second,First,1st
ODI # 2415,South Africa,Zimbabwe,Bloemfontein,2006-09-15 00:00:00,South Africa,South Africa,Home,Away,Second,First,2nd
ODI # 2417,Australia,West Indies,Kuala Lumpur,2006-09-18 00:00:00,West Indies,Malaysia,Neutral,Neutral,First,Second,2nd
ODI # 2418,South Africa,Zimbabwe,East London,2006-09-18 00:00:00,South Africa,South Africa,Home,Away,Second,First,2nd
ODI # 2419,India,West Indies,Kuala Lumpur,2006-09-20 00:00:00,India,Malaysia,Neutral,Neutral,First,Second,1st
ODI # 2420,South Africa,Zimbabwe,Potchefstroom,2006-09-20 00:00:00,South Africa,South Africa,Home,Away,First,Second,1st
ODI # 2421,Australia,India,Kuala Lumpur,2006-09-22 00:00:00,Australia,Malaysia,Neutral,Neutral,First,Second,1st
ODI # 2422,Australia,West Indies,Kuala Lumpur,2006-09-24 00:00:00,Australia,Malaysia,Neutral,Neutral,First,Second,1st
ODI # 2423,Bangladesh,Sri Lanka,Mohali,2006-10-07 00:00:00,Sri Lanka,Unknown,Neutral,Neutral,Second,First,1st
ODI # 2424,West Indies,Zimbabwe,Ahmedabad,2006-10-08 00:00:00,West Indies,India,Neutral,Neutral,Second,First,2nd
ODI # 2425,Sri Lanka,Zimbabwe,Ahmedabad,2006-10-10 00:00:00,Sri Lanka,India,Neutral,Neutral,First,Second,1st
ODI # 2426,Bangladesh,West Indies,Jaipur,2006-10-11 00:00:00,West Indies,India,Neutral,Neutral,First,Second,2nd
ODI # 2427,Bangladesh,Zimbabwe,Jaipur,2006-10-13 00:00:00,Bangladesh,India,Neutral,Neutral,First,Second,1st
ODI # 2428,Sri Lanka,West Indies,Mumbai,2006-10-14 00:00:00,Sri Lanka,India,Neutral,Neutral,Second,First,2nd
ODI # 2429,India,England,Jaipur,2006-10-15 00:00:00,India,India,Home,Away,Second,First,2nd
ODI # 2430,New Zealand,South Africa,Mumbai,2006-10-16 00:00:00,New Zealand,India,Neutral,Neutral,First,Second,1st
ODI # 2431,Pakistan,Sri Lanka,Jaipur,2006-10-17 00:00:00,Pakistan,India,Neutral,Neutral,Second,First,2nd
ODI # 2432,Australia,West Indies,Mumbai,2006-10-18 00:00:00,West Indies,India,Neutral,Neutral,Second,First,1st
ODI # 2433,New Zealand,Sri Lanka,Mumbai,2006-10-20 00:00:00,Sri Lanka,India,Neutral,Neutral,First,Second,2nd
ODI # 2434,Australia,England,Jaipur,2006-10-21 00:00:00,Australia,India,Neutral,Neutral,Second,First,2nd
ODI # 2435,South Africa,Sri Lanka,Ahmedabad,2006-10-24 00:00:00,South Africa,India,Neutral,Neutral,First,Second,1st
ODI # 2436,New Zealand,Pakistan,Mohali,2006-10-25 00:00:00,New Zealand,Unknown,Neutral,Neutral,First,Second,1st
ODI # 2437,India,West Indies,Ahmedabad,2006-10-26 00:00:00,West Indies,India,Home,Away,First,Second,2nd
ODI # 2438,Pakistan,South Africa,Mohali,2006-10-27 00:00:00,South Africa,Unknown,Neutral,Neutral,Second,First,1st
ODI # 2439,England,West Indies,Ahmedabad,2006-10-28 00:00:00,England,India,Neutral,Neutral,Second,First,2nd
ODI # 2440,India,Australia,Mohali,2006-10-29 00:00:00,Australia,Unknown,Neutral,Neutral,First,Second,2nd
ODI # 2441,Australia,New Zealand,Mohali,2006-11-01 00:00:00,Australia,Unknown,Neutral,Neutral,First,Second,1st
ODI # 2442,South Africa,West Indies,Jaipur,2006-11-02 00:00:00,West Indies,India,Neutral,Neutral,First,Second,2nd
ODI # 2443,Australia,West Indies,Mumbai,2006-11-05 00:00:00,Australia,India,Neutral,Neutral,Second,First,2nd
ODI # 2444,Kenya,Bermuda,Mombasa,2006-11-11 00:00:00,Kenya,Kenya,Home,Away,First,Second,1st
ODI # 2445,Kenya,Bermuda,Mombasa,2006-11-12 00:00:00,Kenya,Kenya,Home,Away,Second,First,2nd
ODI # 2446,Kenya,Bermuda,Mombasa,2006-11-14 00:00:00,Kenya,Kenya,Home,Away,First,Second,1st
ODI # 2447,South Africa,India,Durban,2006-11-22 00:00:00,South Africa,South Africa,Home,Away,First,Second,1st
ODI # 2448,Canada,Netherlands,Potchefstroom,2006-11-26 00:00:00,Netherlands,South Africa,Neutral,Neutral,Second,First,1st
ODI # 2449,South Africa,India,Cape Town,2006-11-26 00:00:00,South Africa,South Africa,Home,Away,First,Second,1st
ODI # 2450,Bermuda,Canada,Potchefstroom,2006-11-27 00:00:00,Canada,South Africa,Neutral,Neutral,First,Second,2nd
ODI # 2451,Bermuda,Netherlands,Potchefstroom,2006-11-28 00:00:00,Netherlands,South Africa,Neutral,Neutral,First,Second,2nd
ODI # 2452,South Africa,India,Port Elizabeth,2006-11-29 00:00:00,South Africa,South Africa,Home,Away,First,Second,1st
ODI # 2453,Bangladesh,Zimbabwe,Khulna,2006-11-30 00:00:00,Bangladesh,Bangladesh,Home,Away,Second,First,2nd
ODI # 2454,Bermuda,Canada,Benoni,2006-11-30 00:00:00,Canada,South Africa,Neutral,Neutral,First,Second,2nd
ODI # 2455,Canada,Netherlands,Benoni,2006-12-01 00:00:00,Netherlands,South Africa,Neutral,Neutral,First,Second,2nd
ODI # 2456,Bermuda,Netherlands,Benoni,2006-12-02 00:00:00,Bermuda,South Africa,Neutral,Neutral,Second,First,2nd
ODI # 2457,Bangladesh,Zimbabwe,Bogra,2006-12-03 00:00:00,Bangladesh,Bangladesh,Home,Away,Second,First,2nd
ODI # 2458,South Africa,India,Centurion,2006-12-03 00:00:00,South Africa,South Africa,Home,Away,Second,First,2nd
ODI # 2459,Bangladesh,Zimbabwe,Bogra,2006-12-05 00:00:00,Bangladesh,Bangladesh,Home,Away,First,Second,1st
ODI # 2460,Pakistan,West Indies,Faisalabad,2006-12-07 00:00:00,Pakistan,Pakistan,Home,Away,Second,First,2nd
ODI # 2461,Bangladesh,Zimbabwe,Dhaka,2006-12-08 00:00:00,Bangladesh,Bangladesh,Home,Away,Second,First,2nd
ODI # 2462,Bangladesh,Zimbabwe,Dhaka,2006-12-09 00:00:00,Bangladesh,Bangladesh,Home,Away,Second,First,2nd
ODI # 2463,Pakistan,West Indies,Lahore,2006-12-10 00:00:00,Pakistan,Pakistan,Home,Away,Second,First,2nd
ODI # 2464,Pakistan,West Indies,Multan,2006-12-13 00:00:00,West Indies,Pakistan,Home,Away,First,Second,2nd
ODI # 2465,Bangladesh,Scotland,Chittagong,2006-12-15 00:00:00,Bangladesh,Bangladesh,Home,Away,Second,First,2nd
ODI # 2466,Pakistan,West Indies,Karachi,2006-12-16 00:00:00,Pakistan,Pakistan,Home,Away,Second,First,2nd
ODI # 2467,Bangladesh,Scotland,Dhaka,2006-12-17 00:00:00,Bangladesh,Bangladesh,Home,Away,First,Second,1st
ODI # 2468,New Zealand,Sri Lanka,Napier,2006-12-28 00:00:00,Sri Lanka,New Zealand,Home,Away,First,Second,2nd
ODI # 2469,New Zealand,Sri Lanka,Queenstown,2006-12-31 00:00:00,New Zealand,New Zealand,Home,Away,Second,First,2nd
ODI # 2470,New Zealand,Sri Lanka,Christchurch,2007-01-02 00:00:00,New Zealand,New Zealand,Home,Away,Second,First,2nd
ODI # 2471,New Zealand,Sri Lanka,Auckland,2007-01-06 00:00:00,Sri Lanka,New Zealand,Home,Away,Second,First,1st
ODI # 2473,Australia,England,Melbourne,2007-01-12 00:00:00,Australia,Australia,Home,Away,Second,First,2nd
ODI # 2474,Australia,New Zealand,Hobart,2007-01-14 00:00:00,Australia,Australia,Home,Away,First,Second,1st
ODI # 2475,England,New Zealand,Hobart,2007-01-16 00:00:00,England,Australia,Neutral,Neutral,Second,First,2nd
ODI # 2476,Kenya,Scotland,Mombasa,2007-01-17 00:00:00,Kenya,Kenya,Home,Away,First,Second,1st
ODI # 2477,Canada,Scotland,Mombasa,2007-01-18 00:00:00,Scotland,Kenya,Neutral,Neutral,First,Second,2nd
ODI # 2478,Australia,England,Brisbane,2007-01-19 00:00:00,Australia,Australia,Home,Away,Second,First,2nd
ODI # 2479,Australia,New Zealand,Sydney,2007-01-21 00:00:00,Australia,Australia,Home,Away,Second,First,2nd
ODI # 2480,India,West Indies,Nagpur,2007-01-21 00:00:00,India,India,Home,Away,First,Second,1st
ODI # 2481,Kenya,Scotland,Mombasa,2007-01-21 00:00:00,Kenya,Kenya,Home,Away,First,Second,1st
ODI # 2482,England,New Zealand,Adelaide,2007-01-23 00:00:00,New Zealand,Australia,Neutral,Neutral,Second,First,1st
ODI # 2483,Canada,Scotland,Mombasa,2007-01-23 00:00:00,Scotland,Kenya,Neutral,Neutral,First,Second,2nd
ODI # 2484,Kenya,Canada,Mombasa,2007-01-24 00:00:00,Canada,Kenya,Home,Away,Second,First,1st
ODI # 2485,India,West Indies,Cuttack,2007-01-24 00:00:00,India,India,Home,Away,First,Second,1st
ODI # 2486,Australia,England,Adelaide,2007-01-26 00:00:00,Australia,Australia,Home,Away,Second,First,2nd
ODI # 2487,India,West Indies,Chennai,2007-01-27 00:00:00,West Indies,India,Home,Away,First,Second,2nd
ODI # 2488,Australia,New Zealand,Perth,2007-01-28 00:00:00,Australia,Australia,Home,Away,First,Second,1st
ODI # 2489,Kenya,Bermuda,Nairobi,2007-01-29 00:00:00,Kenya,Kenya,Home,Away,Second,First,2nd
ODI # 2490,England,New Zealand,Perth,2007-01-30 00:00:00,New Zealand,Australia,Neutral,Neutral,Second,First,1st
ODI # 2491,Canada,Netherlands,Nairobi,2007-01-30 00:00:00,Netherlands,Kenya,Neutral,Neutral,First,Second,2nd
ODI # 2492,Ireland,Scotland,Nairobi,2007-01-30 00:00:00,Scotland,Kenya,Neutral,Neutral,First,Second,2nd
ODI # 2493,India,West Indies,Vadodara,2007-01-31 00:00:00,India,India,Home,Away,First,Second,1st
ODI # 2494,Bermuda,Ireland,Nairobi,2007-01-31 00:00:00,Ireland,Kenya,Neutral,Neutral,First,Second,2nd
ODI # 2495,Canada,Scotland,Nairobi,2007-01-31 00:00:00,Scotland,Kenya,Neutral,Neutral,Second,First,1st
ODI # 2496,Kenya,Netherlands,Nairobi,2007-01-31 00:00:00,Kenya,Kenya,Home,Away,Second,First,2nd
ODI # 2497,Australia,England,Sydney,2007-02-02 00:00:00,England,Australia,Home,Away,Second,First,1st
ODI # 2498,Bermuda,Canada,Nairobi,2007-02-02 00:00:00,Canada,Kenya,Neutral,Neutral,Second,First,1st
ODI # 2499,Kenya,Ireland,Nairobi,2007-02-02 00:00:00,Kenya,Kenya,Home,Away,Second,First,2nd
ODI # 2500,Netherlands,Scotland,Nairobi,2007-02-02 00:00:00,Scotland,Kenya,Neutral,Neutral,Second,First,1st
ODI # 2501,Australia,New Zealand,Melbourne,2007-02-04 00:00:00,Australia,Australia,Home,Away,Second,First,2nd
ODI # 2502,Bermuda,Netherlands,Nairobi,2007-02-04 00:00:00,Netherlands,Kenya,Neutral,Neutral,First,Second,2nd
ODI # 2503,Canada,Ireland,Nairobi,2007-02-04 00:00:00,Canada,Kenya,Neutral,Neutral,Second,First,2nd
ODI # 2504,Kenya,Scotland,Nairobi,2007-02-04 00:00:00,Scotland,Kenya,Home,Away,Second,First,1st
ODI # 2505,Zimbabwe,Bangladesh,Harare,2007-02-04 00:00:00,Bangladesh,Zimbabwe,Home,Away,Second,First,1st
ODI # 2506,South Africa,Pakistan,Centurion,2007-02-04 00:00:00,South Africa,South Africa,Home,Away,First,Second,1st
ODI # 2507,Bermuda,Scotland,Nairobi,2007-02-05 00:00:00,Bermuda,Kenya,Neutral,Neutral,Second,First,2nd
ODI # 2508,Kenya,Canada,Nairobi,2007-02-05 00:00:00,Kenya,Kenya,Home,Away,First,Second,1st
ODI # 2509,Ireland,Netherlands,Nairobi,2007-02-05 00:00:00,Netherlands,Kenya,Neutral,Neutral,Second,First,1st
ODI # 2510,England,New Zealand,Brisbane,2007-02-06 00:00:00,England,Australia,Neutral,Neutral,First,Second,1st
ODI # 2511,Zimbabwe,Bangladesh,Harare,2007-02-06 00:00:00,Zimbabwe,Zimbabwe,Home,Away,Second,First,2nd
ODI # 2512,Kenya,Scotland,Nairobi,2007-02-07 00:00:00,Kenya,Kenya,Home,Away,Second,First,2nd
ODI # 2513,South Africa,Pakistan,Durban,2007-02-07 00:00:00,Pakistan,South Africa,Home,Away,Second,First,1st
ODI # 2515,Australia,England,Melbourne,2007-02-09 00:00:00,England,Australia,Home,Away,First,Second,2nd
ODI # 2516,Zimbabwe,Bangladesh,Harare,2007-02-09 00:00:00,Bangladesh,Zimbabwe,Home,Away,Second,First,1st
ODI # 2518,Zimbabwe,Bangladesh,Harare,2007-02-10 00:00:00,Bangladesh,Zimbabwe,Home,Away,First,Second,2nd
ODI # 2519,Australia,England,Sydney,2007-02-11 00:00:00,England,Australia,Home,Away,Second,First,1st
ODI # 2520,India,Sri Lanka,Rajkot,2007-02-11 00:00:00,Sri Lanka,India,Home,Away,Second,First,1st
ODI # 2521,South Africa,Pakistan,Cape Town,2007-02-11 00:00:00,South Africa,South Africa,Home,Away,Second,First,2nd
ODI # 2522,India,Sri Lanka,Margao,2007-02-14 00:00:00,India,India,Home,Away,Second,First,2nd
ODI # 2523,South Africa,Pakistan,Johannesburg,2007-02-14 00:00:00,South Africa,South Africa,Home,Away,Second,First,2nd
ODI # 2524,New Zealand,Australia,Wellington,2007-02-16 00:00:00,New Zealand,New Zealand,Home,Away,Second,First,2nd
ODI # 2525,India,Sri Lanka,Visakhapatnam,2007-02-17 00:00:00,India,India,Home,Away,Second,First,2nd
ODI # 2526,New Zealand,Australia,Auckland,2007-02-18 00:00:00,New Zealand,New Zealand,Home,Away,Second,First,2nd
ODI # 2527,New Zealand,Australia,Hamilton,2007-02-20 00:00:00,New Zealand,New Zealand,Home,Away,Second,First,2nd
ODI # 2528,Bangladesh,Bermuda,St John's,2007-02-25 00:00:00,Bangladesh,West Indies,Neutral,Neutral,Second,First,2nd
ODI # 2529,Bermuda,Canada,St John's,2007-02-26 00:00:00,Canada,West Indies,Neutral,Neutral,First,Second,2nd
ODI # 2530,Bangladesh,Canada,St John's,2007-02-28 00:00:00,Bangladesh,West Indies,Neutral,Neutral,First,Second,1st
ODI # 2531,West Indies,Pakistan,Kingston,2007-03-13 00:00:00,West Indies,West Indies,Home,Away,First,Second,1st
ODI # 2532,Australia,Scotland,Basseterre,2007-03-14 00:00:00,Australia,West Indies,Neutral,Neutral,First,Second,1st
ODI # 2533,Canada,Kenya,Gros Islet,2007-03-14 00:00:00,Kenya,West Indies,Neutral,Neutral,First,Second,2nd
ODI # 2534,Bermuda,Sri Lanka,Port of Spain,2007-03-15 00:00:00,Sri Lanka,West Indies,Neutral,Neutral,Second,First,1st
ODI # 2536,England,New Zealand,Gros Islet,2007-03-16 00:00:00,New Zealand,West Indies,Neutral,Neutral,First,Second,2nd
